point_of_sale_id,super_catalog_id,unidades_pedidas,precio_minimo,geo_zone,vendor_id,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
1101,7502241941911,1.0,737.13,Baja California Sur,1164,México,490.0,0.0,490.0,490.0,,490.0
1097,8400009388,1.0,480.51,Baja California Sur,1159,México,479.196,0.0,479.196,479.196,,479.196
1101,7501299300367,3.0,159.97,Baja California Sur,1159,México,158.224,0.0,158.224,474.67199999999997,,474.67199999999997
1097,7501299301234,1.0,477.34,Baja California Sur,1159,México,472.12,0.0,472.12,472.12,,472.12
1098,7501871720606,1.0,612.87,Baja California Sur,1159,México,467.9904,0.0,467.9904,467.9904,,467.9904
1101,7501089809438,3.0,205.0,Baja California Sur,1164,México,155.0,0.0,155.0,465.0,,465.0
1097,7501124100704,2.0,276.27,Baja California Sur,1152,México,232.47,0.0,232.47,464.94,1.0,464.94
1097,3662042003240,1.0,519.8,Baja California Sur,1159,México,462.2832,0.0,462.2832,462.2832,,462.2832
1101,7501328979564,1.0,923.98,Baja California Sur,1153,México,460.0,0.0,460.0,460.0,,460.0
1097,7501001258030,6.0,78.19,Baja California Sur,1164,México,76.5,0.0,76.5,459.0,,459.0
1097,785118754273,3.0,342.0,Baja California Sur,1152,México,152.945,0.0,152.945,458.835,1.0,458.835
1101,7501298216508,1.0,721.98,Baja California Sur,1275,México,448.0,0.0,448.0,448.0,,448.0
1097,7501326004060,1.0,846.26,Baja California Sur,1164,México,430.0,0.0,430.0,430.0,,430.0
1097,7501300408754,2.0,396.05,Baja California Sur,1275,México,211.23,0.0,211.23,422.46,,422.46
1097,7730979097994,1.0,503.58,Baja California Sur,1159,México,422.298,0.0,422.298,422.298,,422.298
1101,7501298214429,1.0,517.34,Baja California Sur,1152,México,421.65,0.0,421.65,421.65,1.0,421.65
1101,7501250829944,1.0,894.42,Baja California Sur,1153,México,410.0,0.0,410.0,410.0,,410.0
1101,7501123018307,1.0,446.84,Baja California Sur,1159,México,407.102,0.0,407.102,407.102,,407.102
1097,7501165011601,1.0,491.69,Baja California Sur,1164,México,405.0,0.0,405.0,405.0,,405.0
1097,7501165001220,1.0,424.94,Baja California Sur,1156,México,400.62,0.0,400.62,400.62,,400.62
1101,7501314704880,1.0,403.42,Baja California Sur,1156,México,400.2,0.0,400.2,400.2,,400.2
1097,7501299307687,1.0,479.14,Baja California Sur,1164,México,399.0,0.0,399.0,399.0,,399.0
1101,3664798054866,2.0,210.88,Baja California Sur,1152,México,199.1226,0.0,199.1226,398.2452,1.0,398.2452
1100,7506400900474,1.0,462.71,Baja California Sur,1159,México,397.7988,0.0,397.7988,397.7988,,397.7988
1101,7501089802040,1.0,548.99,Baja California Sur,1164,México,393.0,0.0,393.0,393.0,,393.0
1097,7501094910570,3.0,144.28,Baja California Sur,1164,México,131.0,0.0,131.0,393.0,,393.0
1101,7501037925579,1.0,1753.84,Baja California Sur,1153,México,390.0,0.0,390.0,390.0,,390.0
1101,650240001314,1.0,430.56,Baja California Sur,1159,México,388.8668,0.0,388.8668,388.8668,,388.8668
1097,7501089809919,2.0,236.07,Baja California Sur,1164,México,193.74,0.0,193.74,387.48,,387.48
1097,7501298205038,1.0,870.27,Baja California Sur,1153,México,380.0,0.0,380.0,380.0,,380.0
1101,7501300408945,1.0,481.88,Baja California Sur,1159,México,376.6056,0.0,376.6056,376.6056,,376.6056
1101,7501361606205,2.0,209.46,Baja California Sur,1152,México,182.0686,0.0,182.0686,364.1372,1.0,364.1372
1097,7501385494475,1.0,393.4,Baja California Sur,1156,México,361.02,0.0,361.02,361.02,,361.02
1101,7501299303061,3.0,121.27,Baja California Sur,1159,México,119.944,0.0,119.944,359.832,,359.832
1101,7501299307342,1.0,412.97,Baja California Sur,1164,México,355.0,0.0,355.0,355.0,,355.0
1098,4104480706196,1.0,356.29,Baja California Sur,1156,México,347.5,0.0,347.5,347.5,,347.5
1097,7501314704460,1.0,347.77,Baja California Sur,1156,México,345.0,0.0,345.0,345.0,,345.0
1097,300651431681,1.0,396.82,Baja California Sur,1164,México,330.0,0.0,330.0,330.0,,330.0
1098,7501303442601,1.0,473.08,Baja California Sur,1164,México,330.0,0.0,330.0,330.0,,330.0
1097,7501314705221,1.0,334.17,Baja California Sur,1156,México,329.8,0.0,329.8,329.8,,329.8
1097,7501314704965,1.0,358.53,Baja California Sur,1159,México,328.454,0.0,328.454,328.454,,328.454
1098,7501287621504,1.0,597.84,Baja California Sur,1153,México,325.0,0.0,325.0,325.0,,325.0
1101,7501314704231,1.0,326.91,Baja California Sur,1156,México,324.3,0.0,324.3,324.3,,324.3
1101,7501300407023,3.0,116.4,Baja California Sur,1275,México,107.91,0.0,107.91,323.73,,323.73
1097,7501300420916,1.0,448.75,Baja California Sur,1152,México,323.1,0.0,323.1,323.1,1.0,323.1
1101,7501009072416,1.0,403.03,Baja California Sur,1156,México,320.97,0.0,320.97,320.97,,320.97
1097,75004996,2.0,198.0,Baja California Sur,1153,México,160.0,0.0,160.0,320.0,,320.0
1097,7501088507168,1.0,388.59,Baja California Sur,1164,México,320.0,0.0,320.0,320.0,,320.0
1101,7501089804099,1.0,428.95,Baja California Sur,1164,México,320.0,0.0,320.0,320.0,,320.0
